CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
10180,,,"Abilene, TX",,,Callahan County,Texas,48,059,Outlying
10180,,,"Abilene, TX",,,Jones County,Texas,48,253,Outlying
10180,,,"Abilene, TX",,,Taylor County,Texas,48,441,Central
10380,,,"Aguadilla-Isabela, PR",,,Aguada Municipio,Puerto Rico,72,003,Central
10380,,,"Aguadilla-Isabela, PR",,,Aguadilla Municipio,Puerto Rico,72,005,Central
10380,,,"Aguadilla-Isabela, PR",,,Añasco Municipio,Puerto Rico,72,011,Central
10380,,,"Aguadilla-Isabela, PR",,,Isabela Municipio,Puerto Rico,72,071,Central
10380,,,"Aguadilla-Isabela, PR",,,Lares Municipio,Puerto Rico,72,081,Central
10380,,,"Aguadilla-Isabela, PR",,,Moca Municipio,Puerto Rico,72,099,Central
10380,,,"Aguadilla-Isabela, PR",,,Rincón Municipio,Puerto Rico,72,117,Central
10380,,,"Aguadilla-Isabela, PR",,,San Sebastián Municipio,Puerto Rico,72,131,Central
10380,,,"Aguadilla-Isabela, PR",,,Utuado Municipio,Puerto Rico,72,141,Central
10420,,184,"Akron, OH",,"Cleveland-Akron-Canton, OH",Portage County,Ohio,39,133,Central
10420,,184,"Akron, OH",,"Cleveland-Akron-Canton, OH",Summit County,Ohio,39,153,Central
10500,,,"Albany, GA",,,Dougherty County,Georgia,13,095,Central
10500,,,"Albany, GA",,,Lee County,Georgia,13,177,Central
10500,,,"Albany, GA",,,Terrell County,Georgia,13,273,Outlying
10500,,,"Albany, GA",,,Worth County,Georgia,13,321,Outlying
10540,,440,"Albany-Lebanon, OR",,"Portland-Vancouver-Salem, OR-WA",Linn County,Oregon,41,043,Central
10580,,104,"Albany-Schenectady-Troy, NY",,"Albany-Schenectady, NY",Albany County,New York,36,001,Central
10580,,104,"Albany-Schenectady-Troy, NY",,"Albany-Schenectady, NY",Rensselaer County,New York,36,083,Central
10580,,104,"Albany-Schenectady-Troy, NY",,"Albany-Schenectady, NY",Saratoga County,New York,36,091,Central
10580,,104,"Albany-Schenectady-Troy, NY",,"Albany-Schenectady, NY",Schenectady County,New York,36,093,Central
10580,,104,"Albany-Schenectady-Troy, NY",,"Albany-Schenectady, NY",Schoharie County,New York,36,095,Outlying
10740,,106,"Albuquerque, NM",,"Albuquerque-Santa Fe-Las Vegas, NM",Bernalillo County,New Mexico,35,001,Central
10740,,106,"Albuquerque, NM",,"Albuquerque-Santa Fe-Las Vegas, NM",Sandoval County,New Mexico,35,043,Central
10740,,106,"Albuquerque, NM",,"Albuquerque-Santa Fe-Las Vegas, NM",Torrance County,New Mexico,35,057,Outlying
10740,,106,"Albuquerque, NM",,"Albuquerque-Santa Fe-Las Vegas, NM",Valencia County,New Mexico,35,061,Outlying
10780,,,"Alexandria, LA",,,Grant Parish,Louisiana,22,043,Outlying
10780,,,"Alexandria, LA",,,Rapides Parish,Louisiana,22,079,Central
10900,,,"Allentown-Bethlehem-Easton, PA-NJ",,,Warren County,New Jersey,34,041,Central
10900,,,"Allentown-Bethlehem-Easton, PA-NJ",,,Carbon County,Pennsylvania,42,025,Central
10900,,,"Allentown-Bethlehem-Easton, PA-NJ",,,Lehigh County,Pennsylvania,42,077,Central
10900,,,"Allentown-Bethlehem-Easton, PA-NJ",,,Northampton County,Pennsylvania,42,095,Central
11020,,107,"Altoona, PA",,"Altoona-Huntingdon, PA",Blair County,Pennsylvania,42,013,Central
11100,,108,"Amarillo, TX",,"Amarillo-Pampa-Borger, TX",Armstrong County,Texas,48,011,Outlying
11100,,108,"Amarillo, TX",,"Amarillo-Pampa-Borger, TX",Carson County,Texas,48,065,Outlying
11100,,108,"Amarillo, TX",,"Amarillo-Pampa-Borger, TX",Oldham County,Texas,48,359,Outlying
11100,,108,"Amarillo, TX",,"Amarillo-Pampa-Borger, TX",Potter County,Texas,48,375,Central
11100,,108,"Amarillo, TX",,"Amarillo-Pampa-Borger, TX",Randall County,Texas,48,381,Central
11180,,218,"Ames, IA",,"Des Moines-Ames-West Des Moines, IA",Boone County,Iowa,19,015,Outlying
11180,,218,"Ames, IA",,"Des Moines-Ames-West Des Moines, IA",Story County,Iowa,19,169,Central
11260,,,"Anchorage, AK",,,Anchorage Municipality,Alaska,02,020,Central
11260,,,"Anchorage, AK",,,Matanuska-Susitna Borough,Alaska,02,170,Outlying
11460,,220,"Ann Arbor, MI",,"Detroit-Warren-Ann Arbor, MI",Washtenaw County,Michigan,26,161,Central
11500,,,"Anniston-Oxford, AL",,,Calhoun County,Alabama,01,015,Central
11540,,118,"Appleton, WI",,"Appleton-Oshkosh-Neenah, WI",Calumet County,Wisconsin,55,015,Central
11540,,118,"Appleton, WI",,"Appleton-Oshkosh-Neenah, WI",Outagamie County,Wisconsin,55,087,Central
11640,,490,"Arecibo, PR",,"San Juan-Bayamón, PR",Arecibo Municipio,Puerto Rico,72,013,Central
11640,,490,"Arecibo, PR",,"San Juan-Bayamón, PR",Camuy Municipio,Puerto Rico,72,027,Central
11640,,490,"Arecibo, PR",,"San Juan-Bayamón, PR",Hatillo Municipio,Puerto Rico,72,065,Central
11640,,490,"Arecibo, PR",,"San Juan-Bayamón, PR",Quebradillas Municipio,Puerto Rico,72,115,Central
11700,,120,"Asheville, NC",,"Asheville-Marion-Brevard, NC",Buncombe County,North Carolina,37,021,Central
11700,,120,"Asheville, NC",,"Asheville-Marion-Brevard, NC",Haywood County,North Carolina,37,087,Central
11700,,120,"Asheville, NC",,"Asheville-Marion-Brevard, NC",Henderson County,North Carolina,37,089,Central
11700,,120,"Asheville, NC",,"Asheville-Marion-Brevard, NC",Madison County,North Carolina,37,115,Outlying
12020,,122,"Athens-Clarke County, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Clarke County,Georgia,13,059,Central
12020,,122,"Athens-Clarke County, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Madison County,Georgia,13,195,Outlying
12020,,122,"Athens-Clarke County, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Oconee County,Georgia,13,219,Central
12020,,122,"Athens-Clarke County, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Oglethorpe County,Georgia,13,221,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Barrow County,Georgia,13,013,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Bartow County,Georgia,13,015,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Butts County,Georgia,13,035,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Carroll County,Georgia,13,045,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Cherokee County,Georgia,13,057,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Clayton County,Georgia,13,063,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Cobb County,Georgia,13,067,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Coweta County,Georgia,13,077,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Dawson County,Georgia,13,085,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",DeKalb County,Georgia,13,089,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Douglas County,Georgia,13,097,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Fayette County,Georgia,13,113,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Forsyth County,Georgia,13,117,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Fulton County,Georgia,13,121,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Gwinnett County,Georgia,13,135,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Haralson County,Georgia,13,143,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Heard County,Georgia,13,149,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Henry County,Georgia,13,151,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Jasper County,Georgia,13,159,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Lamar County,Georgia,13,171,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Meriwether County,Georgia,13,199,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Morgan County,Georgia,13,211,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Newton County,Georgia,13,217,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Paulding County,Georgia,13,223,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Pickens County,Georgia,13,227,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Pike County,Georgia,13,231,Outlying
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Rockdale County,Georgia,13,247,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Spalding County,Georgia,13,255,Central
12060,,122,"Atlanta-Sandy Springs-Alpharetta, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Walton County,Georgia,13,297,Central
12100,,428,"Atlantic City-Hammonton, NJ",,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Atlantic County,New Jersey,34,001,Central
12220,,194,"Auburn-Opelika, AL",,"Columbus-Auburn-Opelika, GA-AL",Lee County,Alabama,01,081,Central
12260,,,"Augusta-Richmond County, GA-SC",,,Burke County,Georgia,13,033,Outlying
12260,,,"Augusta-Richmond County, GA-SC",,,Columbia County,Georgia,13,073,Central
12260,,,"Augusta-Richmond County, GA-SC",,,Lincoln County,Georgia,13,181,Outlying
12260,,,"Augusta-Richmond County, GA-SC",,,McDuffie County,Georgia,13,189,Outlying
12260,,,"Augusta-Richmond County, GA-SC",,,Richmond County,Georgia,13,245,Central
12260,,,"Augusta-Richmond County, GA-SC",,,Aiken County,South Carolina,45,003,Central
12260,,,"Augusta-Richmond County, GA-SC",,,Edgefield County,South Carolina,45,037,Outlying
12420,,,"Austin-Round Rock-Georgetown, TX",,,Bastrop County,Texas,48,021,Outlying
12420,,,"Austin-Round Rock-Georgetown, TX",,,Caldwell County,Texas,48,055,Outlying
12420,,,"Austin-Round Rock-Georgetown, TX",,,Hays County,Texas,48,209,Central
12420,,,"Austin-Round Rock-Georgetown, TX",,,Travis County,Texas,48,453,Central
12420,,,"Austin-Round Rock-Georgetown, TX",,,Williamson County,Texas,48,491,Central
12540,,,"Bakersfield, CA",,,Kern County,California,06,029,Central
12580,,548,"Baltimore-Columbia-Towson, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Anne Arundel County,Maryland,24,003,Central
12580,,548,"Baltimore-Columbia-Towson, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore County,Maryland,24,005,Central
12580,,548,"Baltimore-Columbia-Towson, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Carroll County,Maryland,24,013,Outlying
12580,,548,"Baltimore-Columbia-Towson, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Harford County,Maryland,24,025,Outlying
12580,,548,"Baltimore-Columbia-Towson, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Howard County,Maryland,24,027,Central
12580,,548,"Baltimore-Columbia-Towson, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Queen Anne's County,Maryland,24,035,Central
12580,,548,"Baltimore-Columbia-Towson, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore city,Maryland,24,510,Central
12620,,,"Bangor, ME",,,Penobscot County,Maine,23,019,Central
12700,,148,"Barnstable Town, MA",,"Boston-Worcester-Providence, MA-RI-NH-CT",Barnstable County,Massachusetts,25,001,Central
12940,,,"Baton Rouge, LA",,,Ascension Parish,Louisiana,22,005,Central
12940,,,"Baton Rouge, LA",,,Assumption Parish,Louisiana,22,007,Outlying
12940,,,"Baton Rouge, LA",,,East Baton Rouge Parish,Louisiana,22,033,Central
12940,,,"Baton Rouge, LA",,,East Feliciana Parish,Louisiana,22,037,Outlying
12940,,,"Baton Rouge, LA",,,Iberville Parish,Louisiana,22,047,Central
12940,,,"Baton Rouge, LA",,,Livingston Parish,Louisiana,22,063,Central
12940,,,"Baton Rouge, LA",,,Pointe Coupee Parish,Louisiana,22,077,Outlying
12940,,,"Baton Rouge, LA",,,St. Helena Parish,Louisiana,22,091,Outlying
12940,,,"Baton Rouge, LA",,,West Baton Rouge Parish,Louisiana,22,121,Central
12940,,,"Baton Rouge, LA",,,West Feliciana Parish,Louisiana,22,125,Outlying
12980,,310,"Battle Creek, MI",,"Kalamazoo-Battle Creek-Portage, MI",Calhoun County,Michigan,26,025,Central
13020,,474,"Bay City, MI",,"Saginaw-Midland-Bay City, MI",Bay County,Michigan,26,017,Central
13140,,,"Beaumont-Port Arthur, TX",,,Hardin County,Texas,48,199,Outlying
13140,,,"Beaumont-Port Arthur, TX",,,Jefferson County,Texas,48,245,Central
13140,,,"Beaumont-Port Arthur, TX",,,Orange County,Texas,48,361,Central
13220,,,"Beckley, WV",,,Fayette County,West Virginia,54,019,Central
13220,,,"Beckley, WV",,,Raleigh County,West Virginia,54,081,Central
13380,,,"Bellingham, WA",,,Whatcom County,Washington,53,073,Central
13460,,140,"Bend, OR",,"Bend-Prineville, OR",Deschutes County,Oregon,41,017,Central
13740,,,"Billings, MT",,,Carbon County,Montana,30,009,Outlying
13740,,,"Billings, MT",,,Stillwater County,Montana,30,095,Outlying
13740,,,"Billings, MT",,,Yellowstone County,Montana,30,111,Central
13780,,,"Binghamton, NY",,,Broome County,New York,36,007,Central
13780,,,"Binghamton, NY",,,Tioga County,New York,36,107,Central
13820,,142,"Birmingham-Hoover, AL",,"Birmingham-Hoover-Talladega, AL",Bibb County,Alabama,01,007,Outlying
13820,,142,"Birmingham-Hoover, AL",,"Birmingham-Hoover-Talladega, AL",Blount County,Alabama,01,009,Outlying
13820,,142,"Birmingham-Hoover, AL",,"Birmingham-Hoover-Talladega, AL",Chilton County,Alabama,01,021,Outlying
13820,,142,"Birmingham-Hoover, AL",,"Birmingham-Hoover-Talladega, AL",Jefferson County,Alabama,01,073,Central
13820,,142,"Birmingham-Hoover, AL",,"Birmingham-Hoover-Talladega, AL",St. Clair County,Alabama,01,115,Outlying
13820,,142,"Birmingham-Hoover, AL",,"Birmingham-Hoover-Talladega, AL",Shelby County,Alabama,01,117,Central
13900,,,"Bismarck, ND",,,Burleigh County,North Dakota,38,015,Central
13900,,,"Bismarck, ND",,,Morton County,North Dakota,38,059,Central
13900,,,"Bismarck, ND",,,Oliver County,North Dakota,38,065,Outlying
13980,,,"Blacksburg-Christiansburg, VA",,,Giles County,Virginia,51,071,Outlying
13980,,,"Blacksburg-Christiansburg, VA",,,Montgomery County,Virginia,51,121,Central
13980,,,"Blacksburg-Christiansburg, VA",,,Pulaski County,Virginia,51,155,Outlying
13980,,,"Blacksburg-Christiansburg, VA",,,Radford city,Virginia,51,750,Central
14010,,145,"Bloomington, IL",,"Bloomington-Pontiac, IL",McLean County,Illinois,17,113,Central
14020,,144,"Bloomington, IN",,"Bloomington-Bedford, IN",Monroe County,Indiana,18,105,Central
14020,,144,"Bloomington, IN",,"Bloomington-Bedford, IN",Owen County,Indiana,18,119,Outlying
14100,,146,"Bloomsburg-Berwick, PA",,"Bloomsburg-Berwick-Sunbury, PA",Columbia County,Pennsylvania,42,037,Central
14100,,146,"Bloomsburg-Berwick, PA",,"Bloomsburg-Berwick-Sunbury, PA",Montour County,Pennsylvania,42,093,Central
14260,,147,"Boise City, ID",,"Boise City-Mountain Home-Ontario, ID-OR",Ada County,Idaho,16,001,Central
14260,,147,"Boise City, ID",,"Boise City-Mountain Home-Ontario, ID-OR",Boise County,Idaho,16,015,Outlying
14260,,147,"Boise City, ID",,"Boise City-Mountain Home-Ontario, ID-OR",Canyon County,Idaho,16,027,Outlying
14260,,147,"Boise City, ID",,"Boise City-Mountain Home-Ontario, ID-OR",Gem County,Idaho,16,045,Outlying
14260,,147,"Boise City, ID",,"Boise City-Mountain Home-Ontario, ID-OR",Owyhee County,Idaho,16,073,Outlying
14460,14454,148,"Boston-Cambridge-Newton, MA-NH","Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Norfolk County,Massachusetts,25,021,Central
14460,14454,148,"Boston-Cambridge-Newton, MA-NH","Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Plymouth County,Massachusetts,25,023,Central
14460,14454,148,"Boston-Cambridge-Newton, MA-NH","Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Suffolk County,Massachusetts,25,025,Central
14460,15764,148,"Boston-Cambridge-Newton, MA-NH","Cambridge-Newton-Framingham, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Essex County,Massachusetts,25,009,Central
14460,15764,148,"Boston-Cambridge-Newton, MA-NH","Cambridge-Newton-Framingham, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Middlesex County,Massachusetts,25,017,Central
14460,40484,148,"Boston-Cambridge-Newton, MA-NH","Rockingham County-Strafford County, NH","Boston-Worcester-Providence, MA-RI-NH-CT",Rockingham County,New Hampshire,33,015,Central
14460,40484,148,"Boston-Cambridge-Newton, MA-NH","Rockingham County-Strafford County, NH","Boston-Worcester-Providence, MA-RI-NH-CT",Strafford County,New Hampshire,33,017,Outlying
14500,,216,"Boulder, CO",,"Denver-Aurora, CO",Boulder County,Colorado,08,013,Central
14540,,150,"Bowling Green, KY",,"Bowling Green-Glasgow, KY",Allen County,Kentucky,21,003,Outlying
14540,,150,"Bowling Green, KY",,"Bowling Green-Glasgow, KY",Butler County,Kentucky,21,031,Outlying
14540,,150,"Bowling Green, KY",,"Bowling Green-Glasgow, KY",Edmonson County,Kentucky,21,061,Outlying
14540,,150,"Bowling Green, KY",,"Bowling Green-Glasgow, KY",Warren County,Kentucky,21,227,Central
14740,,500,"Bremerton-Silverdale-Port Orchard, WA",,"Seattle-Tacoma, WA",Kitsap County,Washington,53,035,Central
14860,,408,"Bridgeport-Stamford-Norwalk, CT",,"New York-Newark, NY-NJ-CT-PA",Fairfield County,Connecticut,09,001,Central
15180,,154,"Brownsville-Harlingen, TX",,"Brownsville-Harlingen-Raymondville, TX",Cameron County,Texas,48,061,Central
15260,,,"Brunswick, GA",,,Brantley County,Georgia,13,025,Outlying
15260,,,"Brunswick, GA",,,Glynn County,Georgia,13,127,Central
15260,,,"Brunswick, GA",,,McIntosh County,Georgia,13,191,Outlying
15380,,160,"Buffalo-Cheektowaga, NY",,"Buffalo-Cheektowaga-Olean, NY",Erie County,New York,36,029,Central
15380,,160,"Buffalo-Cheektowaga, NY",,"Buffalo-Cheektowaga-Olean, NY",Niagara County,New York,36,063,Central
15500,,268,"Burlington, NC",,"Greensboro--Winston-Salem--High Point, NC",Alamance County,North Carolina,37,001,Central
15540,,162,"Burlington-South Burlington, VT",,"Burlington-South Burlington-Barre, VT",Chittenden County,Vermont,50,007,Central
15540,,162,"Burlington-South Burlington, VT",,"Burlington-South Burlington-Barre, VT",Franklin County,Vermont,50,011,Outlying
15540,,162,"Burlington-South Burlington, VT",,"Burlington-South Burlington-Barre, VT",Grand Isle County,Vermont,50,013,Outlying
15680,,548,"California-Lexington Park, MD",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",St. Mary's County,Maryland,24,037,Central
15940,,184,"Canton-Massillon, OH",,"Cleveland-Akron-Canton, OH",Carroll County,Ohio,39,019,Outlying
15940,,184,"Canton-Massillon, OH",,"Cleveland-Akron-Canton, OH",Stark County,Ohio,39,151,Central
15980,,163,"Cape Coral-Fort Myers, FL",,"Cape Coral-Fort Myers-Naples, FL",Lee County,Florida,12,071,Central
16020,,164,"Cape Girardeau, MO-IL",,"Cape Girardeau-Sikeston, MO-IL",Alexander County,Illinois,17,003,Outlying
16020,,164,"Cape Girardeau, MO-IL",,"Cape Girardeau-Sikeston, MO-IL",Bollinger County,Missouri,29,017,Outlying
16020,,164,"Cape Girardeau, MO-IL",,"Cape Girardeau-Sikeston, MO-IL",Cape Girardeau County,Missouri,29,031,Central
16060,,,"Carbondale-Marion, IL",,,Jackson County,Illinois,17,077,Central
16060,,,"Carbondale-Marion, IL",,,Johnson County,Illinois,17,087,Outlying
16060,,,"Carbondale-Marion, IL",,,Williamson County,Illinois,17,199,Central
16180,,456,"Carson City, NV",,"Reno-Carson City-Fernley, NV",Carson City,Nevada,32,510,Central
16220,,,"Casper, WY",,,Natrona County,Wyoming,56,025,Central
16300,,168,"Cedar Rapids, IA",,"Cedar Rapids-Iowa City, IA",Benton County,Iowa,19,011,Outlying
16300,,168,"Cedar Rapids, IA",,"Cedar Rapids-Iowa City, IA",Jones County,Iowa,19,105,Outlying
16300,,168,"Cedar Rapids, IA",,"Cedar Rapids-Iowa City, IA",Linn County,Iowa,19,113,Central
16540,,548,"Chambersburg-Waynesboro, PA",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Franklin County,Pennsylvania,42,055,Central
16580,,,"Champaign-Urbana, IL",,,Champaign County,Illinois,17,019,Central
16580,,,"Champaign-Urbana, IL",,,Piatt County,Illinois,17,147,Outlying
16620,,170,"Charleston, WV",,"Charleston-Huntington-Ashland, WV-OH-KY",Boone County,West Virginia,54,005,Outlying
16620,,170,"Charleston, WV",,"Charleston-Huntington-Ashland, WV-OH-KY",Clay County,West Virginia,54,015,Outlying
16620,,170,"Charleston, WV",,"Charleston-Huntington-Ashland, WV-OH-KY",Jackson County,West Virginia,54,035,Outlying
16620,,170,"Charleston, WV",,"Charleston-Huntington-Ashland, WV-OH-KY",Kanawha County,West Virginia,54,039,Central
16620,,170,"Charleston, WV",,"Charleston-Huntington-Ashland, WV-OH-KY",Lincoln County,West Virginia,54,043,Outlying
16700,,,"Charleston-North Charleston, SC",,,Berkeley County,South Carolina,45,015,Central
16700,,,"Charleston-North Charleston, SC",,,Charleston County,South Carolina,45,019,Central
16700,,,"Charleston-North Charleston, SC",,,Dorchester County,South Carolina,45,035,Central
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Anson County,North Carolina,37,007,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Cabarrus County,North Carolina,37,025,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Gaston County,North Carolina,37,071,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Iredell County,North Carolina,37,097,Central
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Lincoln County,North Carolina,37,109,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Mecklenburg County,North Carolina,37,119,Central
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Rowan County,North Carolina,37,159,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Union County,North Carolina,37,179,Central
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Chester County,South Carolina,45,023,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",Lancaster County,South Carolina,45,057,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",,"Charlotte-Concord, NC-SC",York County,South Carolina,45,091,Outlying
16820,,,"Charlottesville, VA",,,Albemarle County,Virginia,51,003,Central
16820,,,"Charlottesville, VA",,,Fluvanna County,Virginia,51,065,Outlying
16820,,,"Charlottesville, VA",,,Greene County,Virginia,51,079,Outlying
16820,,,"Charlottesville, VA",,,Nelson County,Virginia,51,125,Outlying
16820,,,"Charlottesville, VA",,,Charlottesville city,Virginia,51,540,Central
16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA",Catoosa County,Georgia,13,047,Central
16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA",Dade County,Georgia,13,083,Outlying
16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA",Walker County,Georgia,13,295,Central
16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA",Hamilton County,Tennessee,47,065,Central
16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA",Marion County,Tennessee,47,115,Outlying
16860,,174,"Chattanooga, TN-GA",,"Chattanooga-Cleveland-Dalton, TN-GA",Sequatchie County,Tennessee,47,153,Outlying
16940,,,"Cheyenne, WY",,,Laramie County,Wyoming,56,021,Central
16980,16984,176,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL","Chicago-Naperville, IL-IN-WI",Cook County,Illinois,17,031,Central
16980,16984,176,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL","Chicago-Naperville, IL-IN-WI",DuPage County,Illinois,17,043,Central
16980,16984,176,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL","Chicago-Naperville, IL-IN-WI",Grundy County,Illinois,17,063,Outlying
16980,16984,176,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL","Chicago-Naperville, IL-IN-WI",McHenry County,Illinois,17,111,Central
16980,16984,176,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Evanston, IL","Chicago-Naperville, IL-IN-WI",Will County,Illinois,17,197,Central
16980,20994,176,"Chicago-Naperville-Elgin, IL-IN-WI","Elgin, IL","Chicago-Naperville, IL-IN-WI",DeKalb County,Illinois,17,037,Outlying
